Datetime;Latitude;Longitude;Altitude;Distance;HeartRate;Speed;Cadence;Watts
2021-01-08 16:48:21+00:00;61.07309837825596;22.34632526524365;43.20000076293945;0.0;78;0.06499999761581421;None;None
2021-01-08 16:48:22+00:00;61.07309150509536;22.34634085558355;43.20000076293945;1.1299999952316284;73;1.7640000581741333;None;None
2021-01-08 16:48:23+00:00;61.07308169826865;22.34634915366769;43.0;2.299999952316284;71;1.7359999418258667;None;None
2021-01-08 16:48:24+00:00;61.07306837104261;22.346343956887722;42.79999923706055;3.7699999809265137;72;1.7170000076293945;None;None
2021-01-08 16:48:25+00:00;61.073053032159805;22.34633498825133;42.599998474121094;5.539999961853027;72;1.7259999513626099;None;None
2021-01-08 16:48:26+00:00;61.073030065745115;22.34631252475083;42.599998474121094;8.369999885559082;72;1.7450000047683716;None;None
2021-01-08 16:48:27+00:00;61.07299947179854;22.346274638548493;42.79999923706055;12.329999923706055;72;1.7910000085830688;None;None
2021-01-08 16:48:28+00:00;61.072968961670995;22.346226274967194;42.599998474121094;16.610000610351562;73;1.902999997138977;None;None
2021-01-08 16:48:29+00:00;61.07293979264796;22.346174474805593;43.0;20.899999618530273;73;2.0250000953674316;None;None
2021-01-08 16:48:30+00:00;61.072912300005555;22.346126278862357;42.79999923706055;24.920000076293945;74;2.13700008392334;None;None
2021-01-08 16:48:31+00:00;61.07288480736315;22.346079843118787;43.0;28.8799991607666;77;2.2300000190734863;None;None
2021-01-08 16:48:32+00:00;61.0728563927114;22.346028964966536;42.79999923706055;33.06999969482422;85;2.313999891281128;None;None
2021-01-08 16:48:33+00:00;61.072828732430935;22.345980182290077;43.0;37.119998931884766;91;2.3889999389648438;None;None
2021-01-08 16:48:34+00:00;61.072802329435945;22.345928633585572;43.0;41.15999984741211;91;2.4630000591278076;None;None
2021-01-08 16:48:35+00:00;61.07277584262192;22.345872558653355;43.0;45.38999938964844;91;2.5380001068115234;None;None
2021-01-08 16:48:36+00:00;61.072750529274344;22.345815394073725;43.0;49.540000915527344;92;2.61299991607666;None;None
