Datetime;Latitude;Longitude;Altitude;Distance;HeartRate;Speed;Cadence;Watts
2020-08-13 16:01:27+00:00;61.43199563026428;23.804231425747275;92.5999984741211;0.0;98;1.6890000104904175;None;None
2020-08-13 16:01:28+00:00;61.431981548666954;23.804263109341264;92.4000015258789;2.299999952316284;98;2.322999954223633;None;None
2020-08-13 16:01:29+00:00;61.43196763470769;23.804301917552948;92.19999694824219;4.880000114440918;97;2.313999891281128;None;None
2020-08-13 16:01:30+00:00;61.43195757642388;23.80434349179268;92.4000015258789;7.360000133514404;95;2.2769999504089355;None;None
2020-08-13 16:01:31+00:00;61.431952295824885;23.804380958899856;92.4000015258789;9.4399995803833;95;2.4730000495910645;None;None
2020-08-13 16:01:32+00:00;61.43194290809333;23.804415157064795;92.4000015258789;11.390000343322754;95;2.369999885559082;None;None
2020-08-13 16:01:33+00:00;61.431932179257274;23.80446712486446;92.19999694824219;14.399999618530273;91;2.575000047683716;None;None
2020-08-13 16:01:34+00:00;61.4319116435945;23.80450434051454;92.19999694824219;17.290000915527344;89;2.7899999618530273;None;None
2020-08-13 16:01:35+00:00;61.431886246427894;23.80455362610519;91.80000305175781;21.079999923706055;88;3.5360000133514404;None;None
2020-08-13 16:01:36+00:00;61.43185724504292;23.80459268577397;92.0;24.90999984741211;87;3.8540000915527344;None;None
2020-08-13 16:01:37+00:00;61.43182246014476;23.80462646484375;91.80000305175781;28.950000762939453;89;3.881999969482422;None;None
2020-08-13 16:01:38+00:00;61.43179312348366;23.804675666615367;92.0;33.09000015258789;93;3.6579999923706055;None;None
2020-08-13 16:01:39+00:00;61.43177107907832;23.804744314402342;92.0;37.5;94;4.059000015258789;None;None
2020-08-13 16:01:40+00:00;61.43174341879785;23.80480189807713;91.5999984741211;41.79999923706055;95;4.328999996185303;None;None
2020-08-13 16:01:41+00:00;61.43171793781221;23.804866271093488;91.19999694824219;46.220001220703125;95;4.328999996185303;None;None
2020-08-13 16:01:42+00:00;61.431697653606534;23.804932236671448;90.80000305175781;50.400001525878906;96;4.2170000076293945;None;None
2020-08-13 16:01:43+00:00;61.431681057438254;23.804995687678456;90.5999984741211;54.2599983215332;99;4.179999828338623;None;None
2020-08-13 16:01:44+00:00;61.431667394936085;23.80505109205842;90.5999984741211;57.560001373291016;99;3.2660000324249268;None;None
2020-08-13 16:01:45+00:00;61.431646943092346;23.805109597742558;90.80000305175781;61.43000030517578;95;3.871999979019165;None;None
2020-08-13 16:01:46+00:00;61.43161240965128;23.805166175588965;90.80000305175781;66.22000122070312;95;4.339000225067139;None;None
2020-08-13 16:01:47+00:00;61.43158122897148;23.805230548605323;90.80000305175781;71.08000183105469;95;4.544000148773193;None;None
2020-08-13 16:01:48+00:00;61.43154543824494;23.80530221387744;90.80000305175781;76.58999633789062;95;4.646999835968018;None;None
2020-08-13 16:01:49+00:00;61.431498834863305;23.805378656834364;90.80000305175781;83.12999725341797;98;4.964000225067139;None;None
2020-08-13 16:01:50+00:00;61.43146296031773;23.805449567735195;90.80000305175781;88.58000183105469;103;4.954999923706055;None;None
2020-08-13 16:01:51+00:00;61.4314316958189;23.80552609451115;90.80000305175781;93.88999938964844;105;5.374000072479248;None;None
2020-08-13 16:01:52+00:00;61.43140671774745;23.805609913542867;90.5999984741211;99.16000366210938;107;5.6539998054504395;None;None
2020-08-13 16:01:53+00:00;61.43137251958251;23.80568736232817;89.5999984741211;104.7699966430664;107;5.765999794006348;None;None
2020-08-13 16:01:54+00:00;61.43134041689336;23.805782832205296;89.4000015258789;110.98999786376953;107;6.0370001792907715;None;None
2020-08-13 16:01:55+00:00;61.43130688928068;23.80586170591414;89.5999984741211;116.61000061035156;108;5.803999900817871;None;None
2020-08-13 16:01:56+00:00;61.431279983371496;23.80595399066806;89.4000015258789;122.37999725341797;109;6.1020002365112305;None;None
2020-08-13 16:01:57+00:00;61.4312538318336;23.80604736506939;89.19999694824219;128.14999389648438;107;6.0929999351501465;None;None
2020-08-13 16:01:58+00:00;61.43122969195247;23.806145265698433;89.0;134.02000427246094;106;6.316999912261963;None;None
2020-08-13 16:01:59+00:00;61.43120186403394;23.806242747232318;88.19999694824219;140.07000732421875;107;6.326000213623047;None;None
2020-08-13 16:02:00+00:00;61.431176299229264;23.806342240422964;88.19999694824219;146.10000610351562;107;6.34499979019165;None;None
2020-08-13 16:02:01+00:00;61.431148974224925;23.806443996727467;88.19999694824219;152.30999755859375;107;6.326000213623047;None;None
2020-08-13 16:02:02+00:00;61.43112726509571;23.806549524888396;87.5999984741211;158.4499969482422;107;6.297999858856201;None;None
2020-08-13 16:02:03+00:00;61.43110287375748;23.806649688631296;87.19999694824219;164.42999267578125;107;5.309000015258789;None;None
2020-08-13 16:02:04+00:00;61.431101532652974;23.806736022233963;87.0;169.02000427246094;107;4.35699987411499;None;None
2020-08-13 16:02:05+00:00;61.43111536279321;23.806810537353158;86.5999984741211;173.27999877929688;107;4.171000003814697;None;None
2020-08-13 16:02:06+00:00;61.43113614991307;23.80687457509339;86.4000015258789;177.39999389648438;108;3.9100000858306885;None;None
2020-08-13 16:02:07+00:00;61.43116590566933;23.806928219273686;86.4000015258789;181.61000061035156;106;3.9100000858306885;None;None
2020-08-13 16:02:08+00:00;61.43117856234312;23.80698756314814;86.19999694824219;185.07000732421875;106;3.6670000553131104;None;None
2020-08-13 16:02:09+00:00;61.43118845298886;23.807045063003898;86.4000015258789;188.3300018310547;106;3.378000020980835;None;None
2020-08-13 16:02:10+00:00;61.43120052292943;23.80709401331842;86.4000015258789;191.22000122070312;105;2.8369998931884766;None;None
2020-08-13 16:02:11+00:00;61.431215945631266;23.80714053288102;86.4000015258789;194.1699981689453;106;3.0420000553131104;None;None
2020-08-13 16:02:12+00:00;61.43122734501958;23.807191578671336;86.5999984741211;197.13999938964844;107;2.865000009536743;None;None
2020-08-13 16:02:13+00:00;61.431238325312734;23.807245725765824;86.5999984741211;200.25999450683594;108;2.947999954223633;None;None
2020-08-13 16:02:14+00:00;61.43125609494746;23.807296687737107;86.5999984741211;203.6199951171875;109;2.865000009536743;None;None
2020-08-13 16:02:15+00:00;61.43127252347767;23.80735343322158;86.4000015258789;207.16000366210938;110;3.378000020980835;None;None
2020-08-13 16:02:16+00:00;61.43127864226699;23.807407831773162;86.19999694824219;210.13999938964844;112;2.5940001010894775;None;None
2020-08-13 16:02:17+00:00;61.43129431642592;23.807480419054627;86.5999984741211;214.3800048828125;113;3.750999927520752;None;None
2020-08-13 16:02:18+00:00;61.431316109374166;23.807576559484005;86.80000305175781;220.02000427246094;114;4.114999771118164;None;None
2020-08-13 16:02:19+00:00;61.43133429810405;23.807639591395855;86.5999984741211;223.9499969482422;116;2.7249999046325684;None;None
2020-08-13 16:02:20+00:00;61.43135433085263;23.807712513953447;86.80000305175781;228.4199981689453;117;3.563999891281128;None;None
2020-08-13 16:02:21+00:00;61.431376207619905;23.807813180610538;86.80000305175781;234.27999877929688;118;4.189000129699707;None;None
2020-08-13 16:02:22+00:00;61.43139146268368;23.807883420959115;86.5999984741211;238.38999938964844;119;3.3959999084472656;None;None
2020-08-13 16:02:23+00:00;61.431408477947116;23.807949386537075;86.5999984741211;242.35000610351562;120;3.3959999084472656;None;None
2020-08-13 16:02:24+00:00;61.43142465502024;23.808029182255268;86.5999984741211;246.9499969482422;120;3.806999921798706;None;None
2020-08-13 16:02:25+00:00;61.431436222046614;23.808114593848586;87.0;251.52999877929688;120;4.105999946594238;None;None
2020-08-13 16:02:26+00:00;61.431453824043274;23.80818416364491;86.80000305175781;255.22000122070312;121;2.7899999618530273;None;None
2020-08-13 16:02:27+00:00;61.43146145157516;23.80824384279549;86.5999984741211;258.4599914550781;121;3.181999921798706;None;None
2020-08-13 16:02:28+00:00;61.43146874383092;23.808312071487308;86.5999984741211;262.1499938964844;121;3.3589999675750732;None;None
2020-08-13 16:02:29+00:00;61.43148198723793;23.808399410918355;86.80000305175781;266.6099853515625;121;3.6760001182556152;None;None
2020-08-13 16:02:30+00:00;61.43148936331272;23.80846118554473;86.5999984741211;269.6700134277344;121;2.9670000076293945;None;None
2020-08-13 16:02:31+00:00;61.431499840691686;23.808522121980786;86.80000305175781;273.0799865722656;121;3.2100000381469727;None;None
2020-08-13 16:02:32+00:00;61.431514509022236;23.808587081730366;86.80000305175781;276.8599853515625;122;3.2939999103546143;None;None
2020-08-13 16:02:33+00:00;61.43152775242925;23.80865321494639;86.80000305175781;280.6099853515625;122;3.434000015258789;None;None
2020-08-13 16:02:34+00:00;61.431545605883;23.80871968343854;86.5999984741211;284.5;122;3.3499999046325684;None;None
2020-08-13 16:02:35+00:00;61.43156203441322;23.808787493035197;86.5999984741211;288.3900146484375;122;3.125999927520752;None;None
2020-08-13 16:02:36+00:00;61.4315786305815;23.808847339823842;86.5999984741211;291.8399963378906;121;2.9210000038146973;None;None
